ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,target
20109,50000,F,bachelor,NaN,42,0
20227,200000,F,NaN,single,51,0
20239,30000,F,school graduate,NaN,61,0
20293,80000,F,school graduate,NaN,52,0
20664,20000,M,school graduate,NaN,44,1
20678,90000,M,school graduate,NaN,40,1
20717,210000,M,bachelor,NaN,39,0
20747,50000,M,bachelor,NaN,41,0
20810,30000,M,NaN,single,49,0
20844,540000,M,NaN,single,49,0
20973,20000,M,bachelor,NaN,48,0
21126,30000,M,bachelor,NaN,40,0
21179,20000,M,bachelor,NaN,49,1
21208,360000,M,bachelor,NaN,32,0
21264,50000,M,school graduate,NaN,55,0
21315,50000,M,school graduate,NaN,52,1
21337,200000,M,NaN,married,66,0
21341,20000,M,school graduate,NaN,57,0
21360,70000,M,master,NaN,57,0
21402,120000,F,bachelor,NaN,59,1
22119,80000,F,bachelor,NaN,29,0
22121,60000,F,bachelor,NaN,29,0
22165,150000,F,master,NaN,30,0
22452,90000,F,bachelor,NaN,36,0
22453,50000,F,bachelor,NaN,44,0
22462,150000,F,NaN,single,40,1
22496,50000,F,school graduate,NaN,46,0
22519,30000,F,school graduate,NaN,40,0
22588,80000,F,school graduate,NaN,48,0
22601,180000,F,NaN,single,47,1
22778,140000,F,bachelor,NaN,30,0
22784,160000,F,school graduate,NaN,36,0
22806,30000,F,bachelor,NaN,45,1
22815,50000,F,bachelor,NaN,44,0
22999,150000,F,elementary education,NaN,49,0
23407,60000,F,bachelor,NaN,34,0
23410,200000,F,NaN,married,43,0
23449,30000,F,NaN,single,45,0
23673,130000,F,bachelor,NaN,48,0
23697,100000,F,school graduate,NaN,51,1
23784,30000,F,bachelor,NaN,54,0
23809,30000,F,bachelor,NaN,54,0
23839,50000,F,school graduate,NaN,53,1
23928,20000,M,NaN,single,21,0
23938,150000,M,elementary education,NaN,27,0
24009,20000,M,school graduate,NaN,23,0
24051,370000,M,NaN,married,28,0
24091,130000,M,NaN,married,37,0
24336,50000,M,bachelor,NaN,37,0
24363,40000,M,bachelor,NaN,37,0
24393,80000,M,NaN,married,41,1
24446,140000,M,master,NaN,41,1
24755,50000,M,bachelor,NaN,41,1
24916,200000,M,master,NaN,47,1
24996,160000,M,NaN,married,44,0
25587,60000,F,bachelor,NaN,33,1
25597,190000,F,master,NaN,35,0
25599,50000,F,school graduate,NaN,43,0
25602,200000,F,other,NaN,40,0
25808,340000,F,bachelor,NaN,35,0
25848,320000,F,elementary education,NaN,32,0
25874,60000,F,bachelor,NaN,39,1
25969,50000,F,bachelor,NaN,45,0
26286,230000,F,school graduate,NaN,48,0
26317,100000,F,NaN,married,29,0
26368,180000,F,bachelor,NaN,48,1
26532,30000,F,NaN,married,59,0
26552,80000,F,bachelor,NaN,59,1
26559,50000,F,school graduate,NaN,51,1
26581,360000,F,school graduate,NaN,58,0
26815,400000,M,master,NaN,31,0
26926,130000,M,bachelor,NaN,34,1
27043,80000,M,bachelor,NaN,40,0
27113,260000,M,NaN,married,48,1
27204,280000,M,school graduate,NaN,42,0
27291,240000,M,bachelor,NaN,35,0
27318,70000,M,school graduate,NaN,47,0
27382,200000,M,school graduate,NaN,48,0
27403,20000,M,bachelor,NaN,37,0
27406,100000,M,other,NaN,44,0
27470,100000,M,NaN,single,51,0
27502,80000,M,NaN,married,54,1
27527,30000,M,bachelor,NaN,53,1
27538,20000,M,bachelor,NaN,53,0
27565,30000,M,NaN,married,53,1
27582,70000,M,school graduate,NaN,61,0
27885,160000,F,bachelor,NaN,27,0
28009,240000,F,master,NaN,29,0
28080,150000,F,bachelor,NaN,48,0
28191,80000,F,school graduate,NaN,43,0
28341,20000,F,school graduate,NaN,40,1
28346,280000,F,bachelor,NaN,40,0
28444,80000,F,bachelor,NaN,36,0
28505,50000,F,school graduate,NaN,46,0
28551,50000,F,bachelor,NaN,34,0
28717,340000,F,master,NaN,42,0
28737,140000,F,bachelor,NaN,28,1
28753,180000,F,bachelor,NaN,41,0
28781,370000,F,NaN,married,48,0
28848,50000,F,school graduate,NaN,46,0
28853,180000,F,NaN,married,48,0
28861,140000,F,master,NaN,48,0
29053,10000,F,bachelor,NaN,52,1
29195,130000,M,bachelor,NaN,22,0
29203,10000,M,school graduate,NaN,22,1
29220,20000,M,bachelor,NaN,25,0
29283,80000,F,master,NaN,25,0
29341,20000,M,NaN,single,27,0
29510,200000,M,bachelor,NaN,41,0
29613,20000,M,bachelor,NaN,47,1
29746,20000,M,bachelor,NaN,40,0
29837,180000,M,NaN,married,34,0
29932,60000,M,bachelor,NaN,41,0
